time_iso,user_id,user_label,address,name,rssi_now,rssi_med,rssi_ema,dist_now,dist_med,dist_ema,zone
2025-11-03 20:50:58,user1,King375,E4:5F:01:CB:FB:5F,King375,-60,-60,-60.0,3.162,3.162,3.162,Vibreur fort
2025-11-03 20:51:07,user1,King375,E4:5F:01:CB:FB:5F,King375,-54,-57,-58.5,1.688,2.310,2.703,Vibreur fort
2025-11-03 20:51:07,user1,King375,E4:5F:01:CB:FB:5F,King375,-54,-54,-57.4,1.688,1.688,2.403,Vibreur fort
2025-11-03 20:51:15,user1,King375,E4:5F:01:CB:FB:5F,King375,-57,-56,-57.3,2.310,2.081,2.379,Vibreur fort
2025-11-03 20:51:15,user1,King375,E4:5F:01:CB:FB:5F,King375,-57,-57,-57.2,2.310,2.310,2.362,Vibreur fort
2025-11-03 20:51:24,user1,King375,E4:5F:01:CB:FB:5F,King375,-54,-54,-56.4,1.688,1.688,2.171,Vibreur fort
2025-11-03 20:51:24,user1,King375,E4:5F:01:CB:FB:5F,King375,-54,-54,-55.8,1.688,1.688,2.039,Vibreur fort
2025-11-03 20:51:31,user1,King375,E4:5F:01:CB:FB:5F,King375,-58,-54,-56.4,2.565,1.688,2.159,Vibreur fort
2025-11-03 20:51:31,user1,King375,E4:5F:01:CB:FB:5F,King375,-58,-54,-56.8,2.565,1.688,2.254,Vibreur fort
2025-11-03 20:59:26,user1,King375,E4:5F:01:CB:FB:5F,King375,-60,-60,-60.0,1.874,1.874,1.874,"Vous êtes devant la faculté d'informatique. La porte est devant vous, elle s’ouvre en la poussant (porte double)"
2025-11-03 20:59:35,user1,King375,E4:5F:01:CB:FB:5F,King375,-54,-57,-58.5,1.000,1.369,1.602,"Vous êtes devant la faculté d'informatique. La porte est devant vous, elle s’ouvre en la poussant (porte double)"
2025-11-03 20:59:35,user1,King375,E4:5F:01:CB:FB:5F,King375,-54,-54,-57.4,1.000,1.000,1.424,"Vous êtes devant la faculté d'informatique. La porte est devant vous, elle s’ouvre en la poussant (porte double)"
2025-11-03 20:59:43,user1,King375,E4:5F:01:CB:FB:5F,King375,-60,-57,-58.0,1.874,1.369,1.525,"Vous êtes devant la faculté d'informatique. La porte est devant vous, elle s’ouvre en la poussant (porte double)"
2025-11-03 20:59:43,user1,King375,E4:5F:01:CB:FB:5F,King375,-60,-60,-58.5,1.874,1.874,1.606,"Vous êtes devant la faculté d'informatique. La porte est devant vous, elle s’ouvre en la poussant (porte double)"
2025-11-03 20:59:52,user1,King375,E4:5F:01:CB:FB:5F,King375,-53,-57,-57.1,0.901,1.369,1.389,"Vous êtes devant la faculté d'informatique. La porte est devant vous, elle s’ouvre en la poussant (porte double)"
